Gene_ID	source_id	Product_Description	Genomic_Length
LAMA_000234600	LAMA_000234600.1	hypothetical protein, conserved	984
LAMA_000234700	LAMA_000234700.1	Sugar and other transporter, putative	2010
LAMA_000234800	LAMA_000234800.1	Inositol monophosphatase family, putative	1416
LAMA_000234900	LAMA_000234900.1	ABC transporter/ABC-2 type transporter, putative	2232
LAMA_000235000	LAMA_000235000.1	hypothetical protein, conserved	1560
LAMA_000235100	LAMA_000235100.1	hypothetical protein, conserved	7638
LAMA_000235200	LAMA_000235200.1	HEAT repeat, putative	2823
LAMA_000235300	LAMA_000235300.1	hypothetical protein, conserved	570
LAMA_000235400	LAMA_000235400.1	Microtubule associated protein MAP65/ASE1 family, putative	3582
LAMA_000235500	LAMA_000235500.1	hypothetical protein	551
LAMA_000235600	LAMA_000235600.1	Erv1 / Alr family, putative	939
LAMA_000235700	LAMA_000235700.1	ThiF family, putative	1203
LAMA_000235800	LAMA_000235800.1	Rad9, putative	2124
LAMA_000235900	LAMA_000235900.1	4Fe-4S dicluster domain containing protein, putative	594
LAMA_000236000:pseudogene	LAMA_000236000.1	Ribosomal protein L6e, putative	477
LAMA_000236100	LAMA_000236100.1	Bacterial NAD-glutamate dehydrogenase/Glutamate/Leucine/Phenylalanine/Valine dehydrogenase, putative	3054
LAMA_000236200	LAMA_000236200.1	Polyprenyl synthetase, putative	1080
LAMA_000236300	LAMA_000236300.1	SKIP/SNW domain containing protein, putative	1290
LAMA_000236400:pseudogene	LAMA_000236400.1	hypothetical protein	308
LAMA_000236500	LAMA_000236500.1	Transcription factor IIB C-terminal module 1, putative	1287
LAMA_000236600	LAMA_000236600.1	hypothetical protein, conserved	9549
LAMA_000236700	LAMA_000236700.1	hypothetical protein, conserved	3717
LAMA_000236800	LAMA_000236800.1	Cyclic nucleotide-binding domain/PAS fold/Protein kinase domain/Protein tyrosine kinase/Kinase-like, putative	8097
LAMA_000236900	LAMA_000236900.1	60s Acidic ribosomal protein, putative	336
LAMA_000237000	LAMA_000237000.1	Endonuclease/Exonuclease/phosphatase family/RhoGAP domain containing protein, putative	2379
LAMA_000237100	LAMA_000237100.1	DnaJ domain/DnaJ C terminal domain containing protein, putative	1425
LAMA_000237200	LAMA_000237200.1	Nucleoside transporter, putative	1465
LAMA_000237300	LAMA_000237300.1	Ubiquitin-fold modifier-conjugating enzyme 1, putative	516
LAMA_000237400	LAMA_000237400.1	SET domain containing protein, putative	1212
LAMA_000237500	LAMA_000237500.1	hypothetical protein, conserved	1635
LAMA_000237600	LAMA_000237600.1	hypothetical protein, conserved	5889
LAMA_000237700	LAMA_000237700.1	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase/DNA gyrase B/Toprim domain/C-terminal associated domain of TOPRIM/DNA gyrase/topoisomerase IV, subunit A, putative	3711
LAMA_000237800	LAMA_000237800.1	Ubiquitin carboxyl-terminal hydrolase, putative	4251
LAMA_000237900	LAMA_000237900.1	CorA-like Mg2+ transporter protein, putative	2439
LAMA_000238000	LAMA_000238000.1	MIF4G domain containing protein, putative	4407
LAMA_000238100	LAMA_000238100.1	Actin, putative	1323
LAMA_000238200	LAMA_000238200.1	hypothetical protein, conserved	1116
LAMA_000238300	LAMA_000238300.1	hypothetical protein, conserved	1059
LAMA_000238400	LAMA_000238400.1	hypothetical protein, conserved	912
LAMA_000238500	LAMA_000238500.1	Rab-GTPase-TBC domain containing protein, putative	2115
LAMA_000238600	LAMA_000238600.1	hypothetical protein, conserved	915
LAMA_000238700	LAMA_000238700.1	Actin/MreB/Mbl protein, putative	1218
LAMA_000238800	LAMA_000238800.1	Putative papain-like cysteine peptidase DUF1796, putative	1218
LAMA_000238900	LAMA_000238900.1	snoRNA binding domain, fibrillarin, putative	1344
LAMA_000239000	LAMA_000239000.1	TMEM164 family, putative	900
LAMA_000239100	LAMA_000239100.1	hypothetical protein, conserved	888
LAMA_000239200	LAMA_000239200.1	Zinc finger, C3HC4 type RING finger/RING-like zinc finger/RING-type zinc-finger/Ring finger domain containing protein, putative	1437
LAMA_000239300	LAMA_000239300.1	MutS domain I/MutS domain III/MutS domain V, putative	3027
LAMA_000239400	LAMA_000239400.1	hypothetical protein, conserved	288
LAMA_000239500	LAMA_000239500.1	tRNA synthetases class I E and Q, catalytic domain/tRNA synthetases class I E and Q, anti-codon binding domain containing protein, putative	1713
LAMA_000239600	LAMA_000239600.1	Proliferating cell nuclear antigen, N-terminal domain/Rad9/Proliferating cell nuclear antigen, C-terminal domain containing protein, putative	882
LAMA_000239700	LAMA_000239700.1	GHMP kinases N terminal domain/GHMP kinases C terminal, putative	1377
LAMA_000239800	LAMA_000239800.1	hypothetical protein, conserved	378
LAMA_000239900	LAMA_000239900.1	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family, putative	381
LAMA_000240000	LAMA_000240000.1	35-cyclic nucleotide phosphodiesterase, putative	435
LAMA_000240100	LAMA_000240100.1	hypothetical protein, conserved	700
LAMA_000240200	LAMA_000240200.1	35-cyclic nucleotide phosphodiesterase, putative	435
LAMA_000240300	LAMA_000240300.1	hypothetical protein, conserved	730
LAMA_000240400	LAMA_000240400.1	hypothetical protein, conserved	1929
LAMA_000240500	LAMA_000240500.1	hypothetical protein, conserved	879
LAMA_000240600	LAMA_000240600.1	hypothetical protein, conserved	597
LAMA_000240700	LAMA_000240700.1	hypothetical protein, conserved	288
LAMA_000240800	LAMA_000240800.1	Presenilin, putative	1059
LAMA_000240900	LAMA_000240900.1	Radical SAM superfamily/Wyosine base formation, putative	1251
LAMA_000241000	LAMA_000241000.1	hypothetical protein, conserved	669
LAMA_000241100	LAMA_000241100.1	Protein tyrosine kinase/Protein kinase domain/FYVE zinc finger containing protein, putative	1161
LAMA_000241200	LAMA_000241200.1	non-SMC mitotic condensation complex subunit 1, putative	3753
LAMA_000241300	LAMA_000241300.1	hypothetical protein, conserved	1632
LAMA_000241400	LAMA_000241400.1	ASF1 like histone chaperone, putative	558
LAMA_000241500	LAMA_000241500.1	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A, putative	1125
LAMA_000241600	LAMA_000241600.1	Holliday junction DNA helicase RuvB P-loop domain containing protein, putative	645
LAMA_000241700	LAMA_000241700.1	Ribosomal protein L11 methyltransferase PrmA, putative	1098
LAMA_000241800	LAMA_000241800.1	Phytanoyl-CoA dioxygenase PhyH/2OG-FeII oxygenase superfamily, putative	954
LAMA_000241900	LAMA_000241900.1	DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein, putative	1974
LAMA_000242000	LAMA_000242000.1	Holliday junction DNA helicase RuvB P-loop domain/ATPase family associated with various cellular activities AAA, putative	2880
LAMA_000242100	LAMA_000242100.1	hypothetical protein, conserved	1200
LAMA_000242200	LAMA_000242200.1	Galactose oxidase, central domain/Kelch motif/Domain of unknown function DUF4110, putative	2214
LAMA_000242300	LAMA_000242300.1	hypothetical protein	285
LAMA_000242400	LAMA_000242400.1	hypothetical protein, conserved	978
LAMA_000242500	LAMA_000242500.1	MORN repeat, putative	2097
LAMA_000242600	LAMA_000242600.1	Phosphotransferase enzyme family, putative	2481
LAMA_000242700	LAMA_000242700.1	hypothetical protein, conserved	2373
LAMA_000242800	LAMA_000242800.1	hypothetical protein, conserved	624
LAMA_000242900	LAMA_000242900.1	Translation initiation factor 1A / IF-1, putative	507
LAMA_000243000	LAMA_000243000.1	hypothetical protein, conserved	618
LAMA_000243100	LAMA_000243100.1	Ribosomal protein L17, putative	918
LAMA_000243200:pseudogene	LAMA_000243200.1	hypothetical protein, conserved	13316
LAMA_000243300	LAMA_000243300.1	hypothetical protein, conserved	456
LAMA_000243400	LAMA_000243400.1	Las1-like, putative	1071
LAMA_000243500	LAMA_000243500.1	Mitochondrial carrier protein, putative	900
LAMA_000243600	LAMA_000243600.1	Mitochondrial carrier protein, putative	1152
LAMA_000243700	LAMA_000243700.1	hypothetical protein, conserved	396
LAMA_000243800	LAMA_000243800.1	Protein-tyrosine phosphatase/Dual specificity phosphatase, catalytic domain containing protein, putative	528
LAMA_000243900	LAMA_000243900.1	Radical SAM superfamily/Radical_SAM C-terminal domain/Acetyltransferase GNAT family, putative	2298
LAMA_000244000	LAMA_000244000.1	Protein-tyrosine phosphatase/Dual specificity phosphatase, catalytic domain containing protein, putative	531
LAMA_000244100	LAMA_000244100.1	Ankyrin repeats 3 copies/Ankyrin repeat/Alpha/beta hydrolase family/Serine aminopeptidase, S33/alpha/beta hydrolase fold, putative	1488
LAMA_000244200	LAMA_000244200.1	hypothetical protein, conserved	3123
LAMA_000244300	LAMA_000244300.1	Inositol 1,4,5-trisphosphate/ryanodine receptor/RyR and IP3R Homology associated/Ion transport protein, putative	8622
LAMA_000244400	LAMA_000244400.1	hypothetical protein, conserved	330
LAMA_000244500:pseudogene	LAMA_000244500.1	Protein kinase domain/Protein tyrosine kinase, putative	1934
LAMA_000244600	LAMA_000244600.1	Met-10+ like-protein, putative	2067
LAMA_000244700	LAMA_000244700.1	FHA domain containing protein, putative	3747
LAMA_000244800	LAMA_000244800.1	hypothetical protein, conserved	1164
LAMA_000244900	LAMA_000244900.1	Emopamil binding protein, putative	510
LAMA_000245000	LAMA_000245000.1	2OG-FeII oxygenase superfamily, putative	1107
LAMA_000245100	LAMA_000245100.1	hypothetical protein, conserved	2049
LAMA_000245200	LAMA_000245200.1	hypothetical protein, conserved	1470
LAMA_000245300	LAMA_000245300.1	Tubulin-tyrosine ligase family, putative	2451
LAMA_000245400	LAMA_000245400.1	XRN 5-3 exonuclease N-terminus, putative	2937
LAMA_000245500	LAMA_000245500.1	hypothetical protein, conserved	1092
LAMA_000245600	LAMA_000245600.1	hypothetical protein, conserved	1728
LAMA_000245700	LAMA_000245700.1	Pyridoxal-dependent decarboxylase conserved domain containing protein, putative	1716
LAMA_000245800	LAMA_000245800.1	hypothetical protein, conserved	549
LAMA_000245900:pseudogene	LAMA_000245900.1	GHMP kinases N terminal domain containing protein, putative	1206
LAMA_000246000	LAMA_000246000.1	Lipase class 3, putative	927
LAMA_000246100	LAMA_000246100.1	hypothetical protein, conserved	705
LAMA_000246200	LAMA_000246200.1	hypothetical protein, conserved	555
LAMA_000246300	LAMA_000246300.1	hypothetical protein, conserved	603
LAMA_000246400:pseudogene	LAMA_000246400.1	hypothetical protein, conserved	649
LAMA_000246500:pseudogene	LAMA_000246500.1	hypothetical protein, conserved	1493
LAMA_000246600	LAMA_000246600.1	hypothetical protein, conserved	1757
LAMA_000246700	LAMA_000246700.1	hypothetical protein, conserved	987
LAMA_000246800	LAMA_000246800.1	Dihydroorotate dehydrogenase, putative	942
LAMA_000246900	LAMA_000246900.1	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain/Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain containing protein, putative	984
LAMA_000247000	LAMA_000247000.1	Orotidine 5-phosphate decarboxylase / HUMPS family/Phosphoribosyl transferase domain containing protein, putative	1374
LAMA_000247100	LAMA_000247100.1	hypothetical protein, conserved	2172
LAMA_000247200	LAMA_000247200.1	Amidohydrolase family, putative	1215
LAMA_000247300	LAMA_000247300.1	Carbamoyl-phosphate synthase small chain, CPSase domain/Glutamine amidotransferase class-I/Peptidase C26/Carbamoyl-phosphate synthase L chain, ATP binding domain/ATP-grasp domain/Carbamoyl-phosphate synthetase large chain, oligomerisation domain/D-ala D-ala ligase C-terminus/MGS-like domain/Arginosuccinate synthase, putative	5529
LAMA_000247400	LAMA_000247400.1	hypothetical protein, conserved	3440
LAMA_000247500	LAMA_000247500.1	Type IIB DNA topoisomerase, putative	1959
LAMA_000247600	LAMA_000247600.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	1923
LAMA_000247700	LAMA_000247700.1	RING-H2 zinc finger domain/Anaphase-promoting complex subunit 11 RING-H2 finger/Ring finger domain containing protein, putative	318
LAMA_000247800	LAMA_000247800.1	Ring finger domain/RING-H2 zinc finger domain/Anaphase-promoting complex subunit 11 RING-H2 finger containing protein, putative	552
LAMA_000247900	LAMA_000247900.1	hypothetical protein, conserved	1701
LAMA_000248000	LAMA_000248000.1	Rieske [2Fe-2S] domain containing protein, putative	1632
LAMA_000248100	LAMA_000248100.1	Protein phosphatase 2C/Stage II sporulation protein E SpoIIE, putative	1110
LAMA_000248200	LAMA_000248200.1	Type III restriction enzyme, res subunit/SNF2 family N-terminal domain/Helicase conserved C-terminal domain containing protein, putative	3138
LAMA_000248300	LAMA_000248300.1	hypothetical protein, conserved	1992
LAMA_000248400	LAMA_000248400.1	Endonuclease/Exonuclease/phosphatase family, putative	1344
LAMA_000248500	LAMA_000248500.1	Eukaryotic translation initiation factor eIF2A, putative	1656
LAMA_000248600	LAMA_000248600.1	LysM domain containing protein, putative	2544
LAMA_000248700	LAMA_000248700.1	hypothetical protein, conserved	3117
LAMA_000248800	LAMA_000248800.1	Leucine Rich repeat, putative	1593
LAMA_000248900	LAMA_000248900.1	Ubiquitin carboxyl-terminal hydrolase, putative	5679
LAMA_000249000	LAMA_000249000.1	hypothetical protein, conserved	2223
LAMA_000249100	LAMA_000249100.1	hypothetical protein, conserved	1794
LAMA_000249200	LAMA_000249200.1	Transaldolase/Fructose-6-phosphate aldolase, putative	993
LAMA_000249300	LAMA_000249300.1	hypothetical protein, conserved	1752
LAMA_000249400	LAMA_000249400.1	N-terminal region of Chorein or VPS13/Vacuolar sorting-associated protein 13, N-terminal/Repeating coiled region of VPS13/Vacuolar-sorting-associated 13 protein C-terminal, putative	16980
LAMA_000249500	LAMA_000249500.1	Glycosyl hydrolases family 18, putative	1377
LAMA_000249600	LAMA_000249600.1	Membrane transport protein, putative	2238
LAMA_000249700	LAMA_000249700.1	hypothetical protein, conserved	1806
LAMA_000249800	LAMA_000249800.1	hypothetical protein, conserved	1902
LAMA_000249900	LAMA_000249900.1	Iron-sulphur cluster biosynthesis, putative	915
LAMA_000250000	LAMA_000250000.1	hypothetical protein, conserved	2406
LAMA_000250100	LAMA_000250100.1	JAB1/Mov34/MPN/PAD-1 ubiquitin protease, putative	1419
LAMA_000250200	LAMA_000250200.1	hypothetical protein, conserved	678
LAMA_000250300	LAMA_000250300.1	Protein tyrosine kinase/Protein kinase domain containing protein, putative	2055
LAMA_000250400:pseudogene	LAMA_000250400.1	hypothetical protein, conserved	755
LAMA_000250500	LAMA_000250500.1	Nucleolar protein,Nop52, putative	1977
LAMA_000250600	LAMA_000250600.1	hypothetical protein, conserved	897
LAMA_000250700	LAMA_000250700.1	hypothetical protein, conserved	4971
LAMA_000250800	LAMA_000250800.1	hypothetical protein, conserved	612
LAMA_000250900	LAMA_000250900.1	Snf7, putative	663
LAMA_000251000	LAMA_000251000.1	Dynein light chain type 1, putative	339
LAMA_000251100	LAMA_000251100.1	Glycosyl transferases group 1, putative	1395
LAMA_000251200	LAMA_000251200.1	Methyltransferase domain/ubiE/COQ5 methyltransferase family, putative	1467
LAMA_000251300	LAMA_000251300.1	hypothetical protein, conserved	2283
LAMA_000251400	LAMA_000251400.1	hypothetical protein, conserved	2196
LAMA_000251500	LAMA_000251500.1	Protein kinase domain/Protein tyrosine kinase, putative	1410
LAMA_000251600	LAMA_000251600.1	hypothetical protein, conserved	1073
LAMA_000251700	LAMA_000251700.1	hypothetical protein, conserved	986
LAMA_000251800:pseudogene	LAMA_000251800.1	Stealth protein CR2, conserved region 2/Stealth protein CR3, conserved region 3, putative	2886
LAMA_000251900	LAMA_000251900.1	Ubiquitin fold modifier 1 protein, putative	345
LAMA_000252000	LAMA_000252000.1	hypothetical protein, conserved	1521
LAMA_000252100	LAMA_000252100.1	hypothetical protein	336
LAMA_000252200	LAMA_000252200.1	hypothetical protein, conserved	1941
LAMA_000252300	LAMA_000252300.1	hypothetical protein, conserved	6405
LAMA_000252400	LAMA_000252400.1	hypothetical protein, conserved	1677
LAMA_000252500	LAMA_000252500.1	Polyketide cyclase / dehydrase and lipid transport, putative	1569
LAMA_000252600	LAMA_000252600.1	hypothetical protein	306
LAMA_000252700	LAMA_000252700.1	hypothetical protein, conserved	465
LAMA_000252800	LAMA_000252800.1	Putative tRNA binding domain containing protein, putative	543
LAMA_000252900	LAMA_000252900:tRNA	unspecified product	75
LAMA_000253000	LAMA_000253000.1	WW domain containing protein, putative	1986
LAMA_000253100	LAMA_000253100.1	hypothetical protein, conserved	339
LAMA_000253200	LAMA_000253200.1	hypothetical protein, conserved	729
LAMA_000253300	LAMA_000253300.1	hypothetical protein, conserved	1413
LAMA_000253400	LAMA_000253400.1	Adaptor complexes medium subunit family, putative	1611
LAMA_000253500	LAMA_000253500.1	Calcium-dependent channel, 7TM region, putative phosphate, putative	4296
LAMA_000253600	LAMA_000253600.1	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD, putative	1086
LAMA_000253700	LAMA_000253700.1	hypothetical protein, conserved	630
LAMA_000253800	LAMA_000253800.1	Cullin family/Cullin protein neddylation domain containing protein, putative	6615
LAMA_000253900:pseudogene	LAMA_000253900.1	hypothetical protein	5288
LAMA_000254000	LAMA_000254000.1	hypothetical protein, conserved	6402
LAMA_000254100	LAMA_000254100.1	hypothetical protein, conserved	5199
LAMA_000254200	LAMA_000254200.1	hypothetical protein, conserved	6495
LAMA_000254300	LAMA_000254300.1	hypothetical protein, conserved	300
